GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0048729	tissue morphogenesis	0.000002204409053917016	0.000002204409053917016	+1	ENSG00000148400,ENSG00000088832,ENSG00000204256,ENSG00000177885,ENSG00000169083,ENSG00000197122,ENSG00000184292,ENSG00000142875,ENSG00000198626,ENSG00000180900,ENSG00000168214,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000138798,ENSG00000130726
GO:0006942	regulation of striated muscle contraction	0.000002256964434932203	0.000002256964434932203	+1	ENSG00000089250,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000173020,ENSG00000072062,ENSG00000160014,ENSG00000118729
GO:0060562	epithelial tube morphogenesis	0.000002533850972595324	0.000002533850972595324	+1	ENSG00000148400,ENSG00000204256,ENSG00000169083,ENSG00000197122,ENSG00000184292,ENSG00000142875,ENSG00000198626,ENSG00000180900,ENSG00000168214,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000138798
GO:0051235	maintenance of location	0.000002839911761684157	0.000002839911761684157	+1	ENSG00000198838,ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000080815,ENSG00000072062,ENSG00000160014,ENSG00000118729
GO:1904062	regulation of monoatomic cation transmembrane transport	0.000002957357353862263	0.000002957357353862263	+1	ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000186439,ENSG00000072062,ENSG00000160014,ENSG00000118729
GO:0007167	enzyme-linked receptor protein signaling pathway	0.00000316050036530945	0.00000316050036530945	+1	ENSG00000148400,ENSG00000110031,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000050820,ENSG00000088832,ENSG00000120899,ENSG00000177885,ENSG00000176533,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000142949,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000127947
GO:0006941	striated muscle contraction	0.00000334094726720046	0.00000334094726720046	+1	ENSG00000198838,ENSG00000089250,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000173020,ENSG00000072062,ENSG00000160014,ENSG00000118729
GO:0010882	regulation of cardiac muscle contraction by calcium ion signaling	0.000005370463229287138	0.000005370463229287138	+1	ENSG00000119782,ENSG00000198363,ENSG00000198626,ENSG00000072062,ENSG00000160014,ENSG00000118729
GO:0010959	regulation of metal ion transport	0.000007816659621131263	0.000007816659621131263	+1	ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000186439,ENSG00000072062,ENSG00000160014,ENSG00000138798,ENSG00000118729
GO:0007165	signal transduction	0.000007876655188890076	0.000007876655188890076	+1	ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000089250,ENSG00000105426,ENSG00000140368,ENSG00000109971,ENSG00000166444,ENSG00000110031,ENSG00000137486,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000050820,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000177885,ENSG00000176533,ENSG00000119782,ENSG00000178372,ENSG00000198363,ENSG00000078369,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000142875,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000142949,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000141404,ENSG00000183310,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000141867,ENSG00000118729,ENSG00000137727,ENSG00000136943,ENSG00000127947,ENSG00000127588,ENSG00000004468,ENSG00000103653
GO:0008213	protein alkylation	0.000008537721110831172	0.000008537721110831172	+1	ENSG00000103254,ENSG00000203740,ENSG00000067365,ENSG00000203791,ENSG00000139160,ENSG00000171806,ENSG00000144401
GO:0006479	protein methylation	0.000008537721110831172	0.000008537721110831172	+1	ENSG00000103254,ENSG00000203740,ENSG00000067365,ENSG00000203791,ENSG00000139160,ENSG00000171806,ENSG00000144401
GO:0036211	protein modification process	0.000009419215678231757	0.000009419215678231757	+1	ENSG00000132535,ENSG00000089250,ENSG00000105426,ENSG00000103254,ENSG00000137486,ENSG00000203740,ENSG00000188612,ENSG00000141480,ENSG00000237172,ENSG00000088832,ENSG00000120899,ENSG00000204256,ENSG00000116030,ENSG00000067365,ENSG00000119782,ENSG00000198363,ENSG00000165059,ENSG00000137312,ENSG00000197122,ENSG00000142875,ENSG00000203791,ENSG00000142949,ENSG00000139160,ENSG00000188322,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000072062,ENSG00000171806,ENSG00000160014,ENSG00000146648,ENSG00000144401,ENSG00000141736,ENSG00000138798,ENSG00000130726,ENSG00000127947,ENSG00000103653
GO:1901564	organonitrogen compound metabolic process	0.000009463657401462844	0.000009463657401462844	+1	ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000089250,ENSG00000105426,ENSG00000103254,ENSG00000109971,ENSG00000133835,ENSG00000137486,ENSG00000203740,ENSG00000188612,ENSG00000141480,ENSG00000141738,ENSG00000237172,ENSG00000088832,ENSG00000120899,ENSG00000213965,ENSG00000204256,ENSG00000132589,ENSG00000116030,ENSG00000067365,ENSG00000119782,ENSG00000198363,ENSG00000165059,ENSG00000137312,ENSG00000197122,ENSG00000142875,ENSG00000203791,ENSG00000143801,ENSG00000142949,ENSG00000139160,ENSG00000166321,ENSG00000188322,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000072062,ENSG00000171806,ENSG00000170606,ENSG00000164690,ENSG00000163501,ENSG00000160014,ENSG00000156521,ENSG00000150787,ENSG00000146648,ENSG00000144401,ENSG00000141736,ENSG00000140876,ENSG00000138798,ENSG00000136943,ENSG00000136159,ENSG00000130726,ENSG00000127947,ENSG00000112874,ENSG00000004468,ENSG00000103653
GO:1903522	regulation of blood circulation	0.000009609963223256084	0.000009609963223256084	+1	ENSG00000089250,ENSG00000119782,ENSG00000198363,ENSG00000197122,ENSG00000198626,ENSG00000186439,ENSG00000173020,ENSG00000072062,ENSG00000160014,ENSG00000146648,ENSG00000118729,ENSG00000004468
GO:1901699	cellular response to nitrogen compound	0.000009821874430864666	0.000009821874430864666	+1	ENSG00000198838,ENSG00000141480,ENSG00000160691,ENSG00000050820,ENSG00000177885,ENSG00000078369,ENSG00000137312,ENSG00000197122,ENSG00000198626,ENSG00000196218,ENSG00000169398,ENSG00000080815,ENSG00000173020,ENSG00000072062,ENSG00000146648,ENSG00000089159,ENSG00000118729,ENSG00000103653
GO:0034762	regulation of transmembrane transport	0.000010627305456169319	0.000010627305456169319	+1	ENSG00000132535,ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000186439,ENSG00000080815,ENSG00000072062,ENSG00000160014,ENSG00000118729
GO:0007154	cell communication	0.000010941657459251587	0.000010941657459251587	+1	ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000089250,ENSG00000105426,ENSG00000140368,ENSG00000109971,ENSG00000166444,ENSG00000110031,ENSG00000137486,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000050820,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000177885,ENSG00000176533,ENSG00000119782,ENSG00000178372,ENSG00000198363,ENSG00000078369,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000142875,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000142949,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000141404,ENSG00000186439,ENSG00000183310,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000141867,ENSG00000118729,ENSG00000137727,ENSG00000136943,ENSG00000136159,ENSG00000127947,ENSG00000127588,ENSG00000004468,ENSG00000103653
GO:0023056	positive regulation of signaling	0.000010959113432148258	0.000010959113432148258	+1	ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000089250,ENSG00000166444,ENSG00000137486,ENSG00000141480,ENSG00000160691,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000175356,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000141867,ENSG00000136943,ENSG00000004468
GO:0034765	regulation of monoatomic ion transmembrane transport	0.000014525515981089275	0.000014525515981089275	+1	ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000186439,ENSG00000072062,ENSG00000160014,ENSG00000118729
GO:0051284	positive regulation of sequestering of calcium ion	0.000015495867644617997	0.000015495867644617997	+1	ENSG00000119782,ENSG00000198626,ENSG00000186439,ENSG00000160014,ENSG00000118729
GO:0035239	tube morphogenesis	0.000017204194276104217	0.000017204194276104217	+1	ENSG00000148400,ENSG00000160691,ENSG00000120899,ENSG00000204256,ENSG00000169083,ENSG00000197122,ENSG00000184292,ENSG00000142875,ENSG00000198626,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000141736,ENSG00000138798
GO:0019538	protein metabolic process	0.000018857764776522858	0.000018857764776522858	+1	ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000089250,ENSG00000105426,ENSG00000103254,ENSG00000109971,ENSG00000137486,ENSG00000203740,ENSG00000188612,ENSG00000141480,ENSG00000141738,ENSG00000237172,ENSG00000088832,ENSG00000120899,ENSG00000204256,ENSG00000132589,ENSG00000116030,ENSG00000067365,ENSG00000119782,ENSG00000198363,ENSG00000165059,ENSG00000137312,ENSG00000197122,ENSG00000142875,ENSG00000203791,ENSG00000143801,ENSG00000142949,ENSG00000139160,ENSG00000188322,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000072062,ENSG00000171806,ENSG00000170606,ENSG00000164690,ENSG00000163501,ENSG00000160014,ENSG00000156521,ENSG00000146648,ENSG00000144401,ENSG00000141736,ENSG00000138798,ENSG00000136943,ENSG00000136159,ENSG00000130726,ENSG00000127947,ENSG00000103653
GO:0044057	regulation of system process	0.000019918969334132145	0.000019918969334132145	+1	ENSG00000148400,ENSG00000132535,ENSG00000089250,ENSG00000120899,ENSG00000119782,ENSG00000198363,ENSG00000197122,ENSG00000143318,ENSG00000198626,ENSG00000186439,ENSG00000173020,ENSG00000072062,ENSG00000160014,ENSG00000146648,ENSG00000118729,ENSG00000004468
GO:0051716	cellular response to stimulus	0.000023401436256220075	0.000023401436256220075	+1	ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000198838,ENSG00000089250,ENSG00000105426,ENSG00000140368,ENSG00000109971,ENSG00000166444,ENSG00000110031,ENSG00000137486,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000050820,ENSG00000139197,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000177885,ENSG00000116030,ENSG00000176533,ENSG00000119782,ENSG00000178372,ENSG00000198363,ENSG00000078369,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000142875,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000142949,ENSG00000196218,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000141404,ENSG00000183310,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000162928,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000141867,ENSG00000118729,ENSG00000137727,ENSG00000136943,ENSG00000136159,ENSG00000130726,ENSG00000127947,ENSG00000127588,ENSG00000004468,ENSG00000103653
GO:0006936	muscle contraction	0.000028664371968266673	0.000028664371968266673	+1	ENSG00000198838,ENSG00000089250,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000173020,ENSG00000072062,ENSG00000160014,ENSG00000118729,ENSG00000004468
GO:0007155	cell adhesion	0.00002867745217208839	0.00002867745217208839	+1	ENSG00000148400,ENSG00000132535,ENSG00000105426,ENSG00000140368,ENSG00000110031,ENSG00000160691,ENSG00000050820,ENSG00000120899,ENSG00000132589,ENSG00000137312,ENSG00000197122,ENSG00000184292,ENSG00000142949,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000183715,ENSG00000080815,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000126243,ENSG00000103653
GO:0031623	receptor internalization	0.00002912606376386931	0.00002912606376386931	+1	ENSG00000132535,ENSG00000137486,ENSG00000141480,ENSG00000177885,ENSG00000137312,ENSG00000180900,ENSG00000100077,ENSG00000173020,ENSG00000138798
GO:0141124	intracellular signaling cassette	0.000030505076812816467	0.000030505076812816467	+1	ENSG00000148400,ENSG00000089250,ENSG00000166444,ENSG00000137486,ENSG00000141480,ENSG00000160691,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000177885,ENSG00000119782,ENSG00000198363,ENSG00000078369,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000143318,ENSG00000198626,ENSG00000169398,ENSG00000108175,ENSG00000072062,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000141867,ENSG00000118729,ENSG00000137727,ENSG00000103653
GO:0050794	regulation of cellular process	0.000041663347361556285	0.000041663347361556285	+1	ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000198838,ENSG00000145687,ENSG00000089250,ENSG00000105426,ENSG00000103254,ENSG00000140368,ENSG00000109971,ENSG00000166444,ENSG00000110031,ENSG00000137486,ENSG00000188612,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000050820,ENSG00000139197,ENSG00000153485,ENSG00000088832,ENSG00000120899,ENSG00000204256,ENSG00000132589,ENSG00000197037,ENSG00000177885,ENSG00000116030,ENSG00000221874,ENSG00000176533,ENSG00000119782,ENSG00000178372,ENSG00000189350,ENSG00000198363,ENSG00000078369,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000244462,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000142875,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000142949,ENSG00000196218,ENSG00000139160,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000166407,ENSG00000108175,ENSG00000141404,ENSG00000186439,ENSG00000146757,ENSG00000183310,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000171806,ENSG00000171813,ENSG00000169925,ENSG00000164690,ENSG00000163501,ENSG00000160014,ENSG00000156521,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000141867,ENSG00000118729,ENSG00000137727,ENSG00000136943,ENSG00000130726,ENSG00000127947,ENSG00000127588,ENSG00000108788,ENSG00000126243,ENSG00000112874,ENSG00000004468,ENSG00000103653
GO:0010647	positive regulation of cell communication	0.00004591371018632427	0.00004591371018632427	+1	ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000089250,ENSG00000166444,ENSG00000137486,ENSG00000141480,ENSG00000160691,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000186439,ENSG00000175356,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000141867,ENSG00000136943,ENSG00000004468
GO:0003012	muscle system process	0.000052363500325967925	0.000052363500325967925	+1	ENSG00000148400,ENSG00000198838,ENSG00000089250,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000173020,ENSG00000072062,ENSG00000160014,ENSG00000118729,ENSG00000004468
GO:0065009	regulation of molecular function	0.000059801348081753476	0.000059801348081753476	+1	ENSG00000148400,ENSG00000132535,ENSG00000089250,ENSG00000137486,ENSG00000141480,ENSG00000088832,ENSG00000120899,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000142949,ENSG00000139160,ENSG00000180900,ENSG00000169398,ENSG00000186439,ENSG00000080815,ENSG00000072062,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000118729
GO:0023052	signaling	0.000060064233299469044	0.000060064233299469044	+1	ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000089250,ENSG00000105426,ENSG00000140368,ENSG00000109971,ENSG00000166444,ENSG00000110031,ENSG00000137486,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000050820,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000177885,ENSG00000176533,ENSG00000119782,ENSG00000178372,ENSG00000198363,ENSG00000078369,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000142875,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000142949,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000141404,ENSG00000183310,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000141867,ENSG00000118729,ENSG00000137727,ENSG00000136943,ENSG00000127947,ENSG00000127588,ENSG00000004468,ENSG00000103653
GO:0048731	system development	0.00006127910154875979	0.00006127910154875979	+1	ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000105426,ENSG00000133835,ENSG00000141480,ENSG00000160691,ENSG00000139197,ENSG00000088832,ENSG00000120899,ENSG00000204256,ENSG00000177885,ENSG00000119782,ENSG00000078369,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000142875,ENSG00000198626,ENSG00000142949,ENSG00000196218,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000183715,ENSG00000080815,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000162928,ENSG00000160014,ENSG00000150787,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000126243,ENSG00000004468,ENSG00000103653
GO:0018205	peptidyl-lysine modification	0.00006371482374973336	0.00006371482374973336	+1	ENSG00000103254,ENSG00000188612,ENSG00000116030,ENSG00000203791,ENSG00000139160,ENSG00000108175,ENSG00000171806,ENSG00000144401,ENSG00000130726
GO:0043412	macromolecule modification	0.00007494509929544826	0.00007494509929544826	+1	ENSG00000132535,ENSG00000089250,ENSG00000105426,ENSG00000103254,ENSG00000137486,ENSG00000203740,ENSG00000188612,ENSG00000141480,ENSG00000237172,ENSG00000088832,ENSG00000120899,ENSG00000204256,ENSG00000116030,ENSG00000067365,ENSG00000119782,ENSG00000198363,ENSG00000165059,ENSG00000137312,ENSG00000197122,ENSG00000142875,ENSG00000203791,ENSG00000142949,ENSG00000139160,ENSG00000188322,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000072062,ENSG00000171806,ENSG00000160014,ENSG00000146648,ENSG00000144401,ENSG00000141736,ENSG00000138798,ENSG00000130726,ENSG00000127947,ENSG00000103653
