# version: e111_eg58_p18_f463989d
# date: 10/1/2024, 1:22:27 PM
# organism: hsapiens
# all results: false
# ordered: false
# no iea: false
# sources: GO:MF,GO:BP,GO:CC,KEGG,REAC,WP,TF,MIRNA,HPA,CORUM,HP
# combined: false
# numeric ns: ENTREZGENE_ACC
# domain scope: annotated
# measure underrepresentation: false
# significance threshold method: g_SCS
# user threshold: 0.05
# no evidences: false
# query genes included: query_1<ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000198838,ENSG00000157322,ENSG00000145687,ENSG00000089250,ENSG00000105426,ENSG00000103254,ENSG00000140368,ENSG00000172824,ENSG00000109971,ENSG00000166444,ENSG00000110031,ENSG00000129007,ENSG00000133835,ENSG00000137486,ENSG00000203740,ENSG00000188612,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000237172,ENSG00000175470,ENSG00000050820,ENSG00000139197,ENSG00000153485,ENSG00000167378,ENSG00000152229,ENSG00000221886,ENSG00000206069,ENSG00000088832,ENSG00000120899,ENSG00000213965,ENSG00000204256,ENSG00000132589,ENSG00000197037,ENSG00000177885,ENSG00000116030,ENSG00000221874,ENSG00000176533,ENSG00000067365,ENSG00000214562,ENSG00000119782,ENSG00000178372,ENSG00000189350,ENSG00000198363,ENSG00000078369,ENSG00000169717,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000244462,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000142875,ENSG00000203791,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000142949,ENSG00000196218,ENSG00000139160,ENSG00000166321,ENSG00000180900,ENSG00000168214,ENSG00000188322,ENSG00000188100,ENSG00000169398,ENSG00000166407,ENSG00000108175,ENSG00000141404,ENSG00000186439,ENSG00000146757,ENSG00000185522,ENSG00000183310,ENSG00000183715,ENSG00000080815,ENSG00000184716,ENSG00000100077,ENSG00000178363,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000171806,ENSG00000171813,ENSG00000169925,ENSG00000169885,ENSG00000170606,ENSG00000164690,ENSG00000163501,ENSG00000162928,ENSG00000161533,ENSG00000160014,ENSG00000156521,ENSG00000150787,ENSG00000146700,ENSG00000146648,ENSG00000144401,ENSG00000141736,ENSG00000140876,ENSG00000089159,ENSG00000138798,ENSG00000141867,ENSG00000118729,ENSG00000137727,ENSG00000136943,ENSG00000136159,ENSG00000135617,ENSG00000130950,ENSG00000130726,ENSG00000127947,ENSG00000127588,ENSG00000108788,ENSG00000126243,ENSG00000112874,ENSG00000004468,ENSG00000103653>
# query genes not included: ,
# query genes duplicates: none
"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","regulation of signaling","GO:0023051","false","6.026599522396139e-7","6.2199276671669255","3437","104","44","21031","ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000089250,ENSG00000105426,ENSG00000109971,ENSG00000166444,ENSG00000110031,ENSG00000137486,ENSG00000141480,ENSG00000160691,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000177885,ENSG00000176533,ENSG00000119782,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000142875,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000141867,ENSG00000137727,ENSG00000136943,ENSG00000127947,ENSG00000004468,ENSG00000103653"
"GO:BP","response to endogenous stimulus","GO:0009719","false","6.180742748236702e-7","6.208959332018313","1678","104","30","21031","ENSG00000148400,ENSG00000139549,ENSG00000198838,ENSG00000089250,ENSG00000109971,ENSG00000110031,ENSG00000141480,ENSG00000160691,ENSG00000050820,ENSG00000088832,ENSG00000120899,ENSG00000177885,ENSG00000078369,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000198626,ENSG00000196218,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000072062,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000118729,ENSG00000127947,ENSG00000004468,ENSG00000103653"
"GO:BP","positive regulation of response to stimulus","GO:0048584","false","7.56384852502704e-7","6.1212571769982835","2274","104","35","21031","ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000089250,ENSG00000105426,ENSG00000109971,ENSG00000166444,ENSG00000110031,ENSG00000137486,ENSG00000141480,ENSG00000160691,ENSG00000050820,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000177885,ENSG00000119782,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000175356,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000141867,ENSG00000136943,ENSG00000130726,ENSG00000004468,ENSG00000103653"
"GO:BP","morphogenesis of an epithelium","GO:0002009","false","7.965744356380643e-7","6.098773635460554","501","104","17","21031","ENSG00000148400,ENSG00000204256,ENSG00000177885,ENSG00000169083,ENSG00000197122,ENSG00000184292,ENSG00000142875,ENSG00000198626,ENSG00000180900,ENSG00000168214,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000138798,ENSG00000130726"
"GO:BP","intracellular calcium ion homeostasis","GO:0006874","false","8.245685121016205e-7","6.083773253674382","310","104","14","21031","ENSG00000198838,ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000080815,ENSG00000072062,ENSG00000160014,ENSG00000118729"
"GO:BP","calcium ion transport","GO:0006816","false","8.861956707624109e-7","6.052470375911931","436","104","16","21031","ENSG00000198838,ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000080815,ENSG00000072062,ENSG00000160014,ENSG00000138798,ENSG00000118729"
"GO:BP","regulation of response to stimulus","GO:0048583","false","0.000001132736757857676","5.945871006193981","3939","104","47","21031","ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000089250,ENSG00000105426,ENSG00000109971,ENSG00000166444,ENSG00000110031,ENSG00000137486,ENSG00000141480,ENSG00000160691,ENSG00000050820,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000177885,ENSG00000176533,ENSG00000119782,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000142875,ENSG00000143318,ENSG00000142949,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000141867,ENSG00000137727,ENSG00000136943,ENSG00000130726,ENSG00000127947,ENSG00000004468,ENSG00000103653"
"GO:BP","regulation of multicellular organismal process","GO:0051239","false","0.0000011746580230735956","5.930088550676518","2955","104","40","21031","ENSG00000148400,ENSG00000132535,ENSG00000089250,ENSG00000105426,ENSG00000137486,ENSG00000141480,ENSG00000160691,ENSG00000050820,ENSG00000139197,ENSG00000120899,ENSG00000132589,ENSG00000119782,ENSG00000198363,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000143318,ENSG00000198626,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000166407,ENSG00000108175,ENSG00000186439,ENSG00000080815,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000171813,ENSG00000164690,ENSG00000163501,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000118729,ENSG00000004468,ENSG00000103653"
"GO:BP","regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion","GO:0010881","false","0.000001291362789550619","5.888951731888412","21","104","6","21031","ENSG00000119782,ENSG00000198363,ENSG00000198626,ENSG00000072062,ENSG00000160014,ENSG00000118729"
"GO:BP","phosphate-containing compound metabolic process","GO:0006796","false","0.000001293577089987922","5.888207684644584","2571","104","37","21031","ENSG00000132535,ENSG00000089250,ENSG00000105426,ENSG00000103254,ENSG00000109971,ENSG00000133835,ENSG00000137486,ENSG00000141480,ENSG00000088832,ENSG00000120899,ENSG00000213965,ENSG00000204256,ENSG00000119782,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000142875,ENSG00000142949,ENSG00000166321,ENSG00000188322,ENSG00000169398,ENSG00000080815,ENSG00000184716,ENSG00000100077,ENSG00000173020,ENSG00000072062,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000140876,ENSG00000138798,ENSG00000136159,ENSG00000127947,ENSG00000112874,ENSG00000004468,ENSG00000103653"
"GO:BP","phosphorus metabolic process","GO:0006793","false","0.0000016997985321840996","5.769602550119228","2596","104","37","21031","ENSG00000132535,ENSG00000089250,ENSG00000105426,ENSG00000103254,ENSG00000109971,ENSG00000133835,ENSG00000137486,ENSG00000141480,ENSG00000088832,ENSG00000120899,ENSG00000213965,ENSG00000204256,ENSG00000119782,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000142875,ENSG00000142949,ENSG00000166321,ENSG00000188322,ENSG00000169398,ENSG00000080815,ENSG00000184716,ENSG00000100077,ENSG00000173020,ENSG00000072062,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000140876,ENSG00000138798,ENSG00000136159,ENSG00000127947,ENSG00000112874,ENSG00000004468,ENSG00000103653"
"GO:BP","cellular response to endogenous stimulus","GO:0071495","false","0.0000019199251263369356","5.716715707678095","1432","104","27","21031","ENSG00000148400,ENSG00000198838,ENSG00000089250,ENSG00000109971,ENSG00000110031,ENSG00000141480,ENSG00000160691,ENSG00000050820,ENSG00000088832,ENSG00000177885,ENSG00000078369,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000198626,ENSG00000196218,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000072062,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000118729,ENSG00000127947,ENSG00000103653"
"GO:BP","calcium ion homeostasis","GO:0055074","false","0.0000021725623557865646","5.663027749799716","334","104","14","21031","ENSG00000198838,ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000080815,ENSG00000072062,ENSG00000160014,ENSG00000118729"
"GO:BP","tissue morphogenesis","GO:0048729","false","0.000002204409053917016","5.656707813914883","611","104","18","21031","ENSG00000148400,ENSG00000088832,ENSG00000204256,ENSG00000177885,ENSG00000169083,ENSG00000197122,ENSG00000184292,ENSG00000142875,ENSG00000198626,ENSG00000180900,ENSG00000168214,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000138798,ENSG00000130726"
"GO:BP","regulation of striated muscle contraction","GO:0006942","false","0.000002256964434932203","5.646475284446557","96","104","9","21031","ENSG00000089250,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000173020,ENSG00000072062,ENSG00000160014,ENSG00000118729"
"GO:BP","epithelial tube morphogenesis","GO:0060562","false","0.000002533850972595324","5.596218931553113","338","104","14","21031","ENSG00000148400,ENSG00000204256,ENSG00000169083,ENSG00000197122,ENSG00000184292,ENSG00000142875,ENSG00000198626,ENSG00000180900,ENSG00000168214,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000138798"
"GO:BP","maintenance of location","GO:0051235","false","0.000002839911761684157","5.546695153618102","341","104","14","21031","ENSG00000198838,ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000080815,ENSG00000072062,ENSG00000160014,ENSG00000118729"
"GO:BP","regulation of monoatomic cation transmembrane transport","GO:1904062","false","0.000002957357353862263","5.529096194096322","283","104","13","21031","ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000186439,ENSG00000072062,ENSG00000160014,ENSG00000118729"
"GO:BP","enzyme-linked receptor protein signaling pathway","GO:0007167","false","0.00000316050036530945","5.500244155137874","967","104","22","21031","ENSG00000148400,ENSG00000110031,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000050820,ENSG00000088832,ENSG00000120899,ENSG00000177885,ENSG00000176533,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000142949,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000127947"
"GO:BP","striated muscle contraction","GO:0006941","false","0.00000334094726720046","5.476130379119304","182","104","11","21031","ENSG00000198838,ENSG00000089250,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000173020,ENSG00000072062,ENSG00000160014,ENSG00000118729"
"GO:BP","regulation of cardiac muscle contraction by calcium ion signaling","GO:0010882","false","0.000005370463229287138","5.269988252615768","26","104","6","21031","ENSG00000119782,ENSG00000198363,ENSG00000198626,ENSG00000072062,ENSG00000160014,ENSG00000118729"
"GO:BP","regulation of metal ion transport","GO:0010959","false","0.000007816659621131263","5.106978799119118","369","104","14","21031","ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000186439,ENSG00000072062,ENSG00000160014,ENSG00000138798,ENSG00000118729"
"GO:BP","signal transduction","GO:0007165","false","0.000007876655188890076","5.103658165936046","5959","104","58","21031","ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000089250,ENSG00000105426,ENSG00000140368,ENSG00000109971,ENSG00000166444,ENSG00000110031,ENSG00000137486,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000050820,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000177885,ENSG00000176533,ENSG00000119782,ENSG00000178372,ENSG00000198363,ENSG00000078369,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000142875,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000142949,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000141404,ENSG00000183310,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000141867,ENSG00000118729,ENSG00000137727,ENSG00000136943,ENSG00000127947,ENSG00000127588,ENSG00000004468,ENSG00000103653"
"GO:BP","protein alkylation","GO:0008213","true","0.000008537721110831172","5.068658035758974","49","104","7","21031","ENSG00000103254,ENSG00000203740,ENSG00000067365,ENSG00000203791,ENSG00000139160,ENSG00000171806,ENSG00000144401"
"GO:BP","protein methylation","GO:0006479","false","0.000008537721110831172","5.068658035758974","49","104","7","21031","ENSG00000103254,ENSG00000203740,ENSG00000067365,ENSG00000203791,ENSG00000139160,ENSG00000171806,ENSG00000144401"
"GO:BP","protein modification process","GO:0036211","false","0.000009419215678231757","5.0259852586505716","3031","104","39","21031","ENSG00000132535,ENSG00000089250,ENSG00000105426,ENSG00000103254,ENSG00000137486,ENSG00000203740,ENSG00000188612,ENSG00000141480,ENSG00000237172,ENSG00000088832,ENSG00000120899,ENSG00000204256,ENSG00000116030,ENSG00000067365,ENSG00000119782,ENSG00000198363,ENSG00000165059,ENSG00000137312,ENSG00000197122,ENSG00000142875,ENSG00000203791,ENSG00000142949,ENSG00000139160,ENSG00000188322,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000072062,ENSG00000171806,ENSG00000160014,ENSG00000146648,ENSG00000144401,ENSG00000141736,ENSG00000138798,ENSG00000130726,ENSG00000127947,ENSG00000103653"
"GO:BP","organonitrogen compound metabolic process","GO:1901564","false","0.000009463657401462844","5.023940990204656","5986","104","58","21031","ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000089250,ENSG00000105426,ENSG00000103254,ENSG00000109971,ENSG00000133835,ENSG00000137486,ENSG00000203740,ENSG00000188612,ENSG00000141480,ENSG00000141738,ENSG00000237172,ENSG00000088832,ENSG00000120899,ENSG00000213965,ENSG00000204256,ENSG00000132589,ENSG00000116030,ENSG00000067365,ENSG00000119782,ENSG00000198363,ENSG00000165059,ENSG00000137312,ENSG00000197122,ENSG00000142875,ENSG00000203791,ENSG00000143801,ENSG00000142949,ENSG00000139160,ENSG00000166321,ENSG00000188322,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000072062,ENSG00000171806,ENSG00000170606,ENSG00000164690,ENSG00000163501,ENSG00000160014,ENSG00000156521,ENSG00000150787,ENSG00000146648,ENSG00000144401,ENSG00000141736,ENSG00000140876,ENSG00000138798,ENSG00000136943,ENSG00000136159,ENSG00000130726,ENSG00000127947,ENSG00000112874,ENSG00000004468,ENSG00000103653"
"GO:BP","regulation of blood circulation","GO:1903522","false","0.000009609963223256084","5.017278274346804","254","104","12","21031","ENSG00000089250,ENSG00000119782,ENSG00000198363,ENSG00000197122,ENSG00000198626,ENSG00000186439,ENSG00000173020,ENSG00000072062,ENSG00000160014,ENSG00000146648,ENSG00000118729,ENSG00000004468"
"GO:BP","cellular response to nitrogen compound","GO:1901699","false","0.000009821874430864666","5.007805622467821","672","104","18","21031","ENSG00000198838,ENSG00000141480,ENSG00000160691,ENSG00000050820,ENSG00000177885,ENSG00000078369,ENSG00000137312,ENSG00000197122,ENSG00000198626,ENSG00000196218,ENSG00000169398,ENSG00000080815,ENSG00000173020,ENSG00000072062,ENSG00000146648,ENSG00000089159,ENSG00000118729,ENSG00000103653"
"GO:BP","regulation of transmembrane transport","GO:0034762","false","0.000010627305456169319","4.973576836498264","446","104","15","21031","ENSG00000132535,ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000186439,ENSG00000080815,ENSG00000072062,ENSG00000160014,ENSG00000118729"
"GO:BP","cell communication","GO:0007154","false","0.000010941657459251587","4.960916885417208","6537","104","61","21031","ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000089250,ENSG00000105426,ENSG00000140368,ENSG00000109971,ENSG00000166444,ENSG00000110031,ENSG00000137486,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000050820,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000177885,ENSG00000176533,ENSG00000119782,ENSG00000178372,ENSG00000198363,ENSG00000078369,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000142875,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000142949,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000141404,ENSG00000186439,ENSG00000183310,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000141867,ENSG00000118729,ENSG00000137727,ENSG00000136943,ENSG00000136159,ENSG00000127947,ENSG00000127588,ENSG00000004468,ENSG00000103653"
"GO:BP","positive regulation of signaling","GO:0023056","false","0.000010959113432148258","4.960224577886278","1778","104","29","21031","ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000089250,ENSG00000166444,ENSG00000137486,ENSG00000141480,ENSG00000160691,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000175356,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000141867,ENSG00000136943,ENSG00000004468"
"GO:BP","regulation of monoatomic ion transmembrane transport","GO:0034765","false","0.000014525515981089275","4.837868431484294","323","104","13","21031","ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000186439,ENSG00000072062,ENSG00000160014,ENSG00000118729"
"GO:BP","positive regulation of sequestering of calcium ion","GO:0051284","false","0.000015495867644617997","4.8097841017273515","15","104","5","21031","ENSG00000119782,ENSG00000198626,ENSG00000186439,ENSG00000160014,ENSG00000118729"
"GO:BP","tube morphogenesis","GO:0035239","false","0.000017204194276104217","4.76436566187686","872","104","20","21031","ENSG00000148400,ENSG00000160691,ENSG00000120899,ENSG00000204256,ENSG00000169083,ENSG00000197122,ENSG00000184292,ENSG00000142875,ENSG00000198626,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000141736,ENSG00000138798"
"GO:BP","protein metabolic process","GO:0019538","false","0.000018857764776522858","4.7245097857636535","4912","104","51","21031","ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000089250,ENSG00000105426,ENSG00000103254,ENSG00000109971,ENSG00000137486,ENSG00000203740,ENSG00000188612,ENSG00000141480,ENSG00000141738,ENSG00000237172,ENSG00000088832,ENSG00000120899,ENSG00000204256,ENSG00000132589,ENSG00000116030,ENSG00000067365,ENSG00000119782,ENSG00000198363,ENSG00000165059,ENSG00000137312,ENSG00000197122,ENSG00000142875,ENSG00000203791,ENSG00000143801,ENSG00000142949,ENSG00000139160,ENSG00000188322,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000072062,ENSG00000171806,ENSG00000170606,ENSG00000164690,ENSG00000163501,ENSG00000160014,ENSG00000156521,ENSG00000146648,ENSG00000144401,ENSG00000141736,ENSG00000138798,ENSG00000136943,ENSG00000136159,ENSG00000130726,ENSG00000127947,ENSG00000103653"
"GO:BP","regulation of system process","GO:0044057","false","0.000019918969334132145","4.700733137000638","542","104","16","21031","ENSG00000148400,ENSG00000132535,ENSG00000089250,ENSG00000120899,ENSG00000119782,ENSG00000198363,ENSG00000197122,ENSG00000143318,ENSG00000198626,ENSG00000186439,ENSG00000173020,ENSG00000072062,ENSG00000160014,ENSG00000146648,ENSG00000118729,ENSG00000004468"
"GO:BP","cellular response to stimulus","GO:0051716","false","0.000023401436256220075","4.6307574870766475","7394","104","65","21031","ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000198838,ENSG00000089250,ENSG00000105426,ENSG00000140368,ENSG00000109971,ENSG00000166444,ENSG00000110031,ENSG00000137486,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000050820,ENSG00000139197,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000177885,ENSG00000116030,ENSG00000176533,ENSG00000119782,ENSG00000178372,ENSG00000198363,ENSG00000078369,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000142875,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000142949,ENSG00000196218,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000141404,ENSG00000183310,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000162928,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000141867,ENSG00000118729,ENSG00000137727,ENSG00000136943,ENSG00000136159,ENSG00000130726,ENSG00000127947,ENSG00000127588,ENSG00000004468,ENSG00000103653"
"GO:BP","muscle contraction","GO:0006936","false","0.000028664371968266673","4.542657569106615","342","104","13","21031","ENSG00000198838,ENSG00000089250,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000173020,ENSG00000072062,ENSG00000160014,ENSG00000118729,ENSG00000004468"
"GO:BP","cell adhesion","GO:0007155","false","0.00002867745217208839","4.542459435875745","1512","104","26","21031","ENSG00000148400,ENSG00000132535,ENSG00000105426,ENSG00000140368,ENSG00000110031,ENSG00000160691,ENSG00000050820,ENSG00000120899,ENSG00000132589,ENSG00000137312,ENSG00000197122,ENSG00000184292,ENSG00000142949,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000183715,ENSG00000080815,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000126243,ENSG00000103653"
"GO:BP","receptor internalization","GO:0031623","false","0.00002912606376386931","4.5357182040486075","128","104","9","21031","ENSG00000132535,ENSG00000137486,ENSG00000141480,ENSG00000177885,ENSG00000137312,ENSG00000180900,ENSG00000100077,ENSG00000173020,ENSG00000138798"
"GO:BP","intracellular signaling cassette","GO:0141124","false","0.000030505076812816467","4.515627877102004","1861","104","29","21031","ENSG00000148400,ENSG00000089250,ENSG00000166444,ENSG00000137486,ENSG00000141480,ENSG00000160691,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000177885,ENSG00000119782,ENSG00000198363,ENSG00000078369,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000143318,ENSG00000198626,ENSG00000169398,ENSG00000108175,ENSG00000072062,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000141867,ENSG00000118729,ENSG00000137727,ENSG00000103653"
"GO:BP","regulation of cellular process","GO:0050794","false","0.000041663347361556285","4.3802458404311855","11738","104","85","21031","ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000198838,ENSG00000145687,ENSG00000089250,ENSG00000105426,ENSG00000103254,ENSG00000140368,ENSG00000109971,ENSG00000166444,ENSG00000110031,ENSG00000137486,ENSG00000188612,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000050820,ENSG00000139197,ENSG00000153485,ENSG00000088832,ENSG00000120899,ENSG00000204256,ENSG00000132589,ENSG00000197037,ENSG00000177885,ENSG00000116030,ENSG00000221874,ENSG00000176533,ENSG00000119782,ENSG00000178372,ENSG00000189350,ENSG00000198363,ENSG00000078369,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000244462,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000142875,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000142949,ENSG00000196218,ENSG00000139160,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000166407,ENSG00000108175,ENSG00000141404,ENSG00000186439,ENSG00000146757,ENSG00000183310,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000171806,ENSG00000171813,ENSG00000169925,ENSG00000164690,ENSG00000163501,ENSG00000160014,ENSG00000156521,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000141867,ENSG00000118729,ENSG00000137727,ENSG00000136943,ENSG00000130726,ENSG00000127947,ENSG00000127588,ENSG00000108788,ENSG00000126243,ENSG00000112874,ENSG00000004468,ENSG00000103653"
